IMD_Score,patient_count,pct_of_patients,cumulative_patients,cumulative_pct
30941,1,0.0,1037301,95.77
30974,2,0.0,1037303,95.77
30982,32,0.0,1037335,95.77
30985,475,0.04,1037810,95.82
31041,659,0.06,1038469,95.88
31043,8,0.0,1038477,95.88
31044,640,0.06,1039117,95.94
31065,481,0.04,1039598,95.98
31074,713,0.07,1040311,96.05
31078,453,0.04,1040764,96.09
31083,413,0.04,1041177,96.13
31087,613,0.06,1041790,96.18
31095,2,0.0,1041792,96.18
31102,4,0.0,1041796,96.18
31106,501,0.05,1042297,96.23
31108,1,0.0,1042298,96.23
31123,593,0.05,1042891,96.29
31124,1,0.0,1042892,96.29
31125,1,0.0,1042893,96.29
31127,550,0.05,1043443,96.34
31136,5,0.0,1043448,96.34
31138,1,0.0,1043449,96.34
31141,650,0.06,1044099,96.4
31177,2,0.0,1044101,96.4
31179,560,0.05,1044661,96.45
31188,1,0.0,1044662,96.45
31214,1,0.0,1044663,96.45
31219,3,0.0,1044666,96.45
31229,615,0.06,1045281,96.51
31230,2,0.0,1045283,96.51
31231,1,0.0,1045284,96.51
31239,1,0.0,1045285,96.51
31256,1,0.0,1045286,96.51
31263,9,0.0,1045295,96.51
31266,1,0.0,1045296,96.51
31276,390,0.04,1045686,96.54
31277,4,0.0,1045690,96.54
31288,1,0.0,1045691,96.54
31291,1022,0.09,1046713,96.64
31311,670,0.06,1047383,96.7
31314,1,0.0,1047384,96.7
31320,1064,0.1,1048448,96.8
31325,867,0.08,1049315,96.88
31332,1,0.0,1049316,96.88
31337,2,0.0,1049318,96.88
31350,574,0.05,1049892,96.93
31368,526,0.05,1050418,96.98
31378,266,0.02,1050684,97.01
31380,1,0.0,1050685,97.01
31381,2,0.0,1050687,97.01
31382,551,0.05,1051238,97.06
31387,2,0.0,1051240,97.06
31393,576,0.05,1051816,97.11
31401,1,0.0,1051817,97.11
31423,482,0.04,1052299,97.15
31427,1,0.0,1052300,97.15
31428,607,0.06,1052907,97.21
31442,1,0.0,1052908,97.21
31462,1,0.0,1052909,97.21
31479,2,0.0,1052911,97.21
31482,442,0.04,1053353,97.25
31505,1,0.0,1053354,97.25
31514,475,0.04,1053829,97.3
31515,2,0.0,1053831,97.3
31518,1,0.0,1053832,97.3
31531,1,0.0,1053833,97.3
31541,336,0.03,1054169,97.33
31548,1,0.0,1054170,97.33
31559,2,0.0,1054172,97.33
31562,784,0.07,1054956,97.4
31567,49,0.0,1055005,97.4
31575,2,0.0,1055007,97.4
31579,1,0.0,1055008,97.4
31595,1,0.0,1055009,97.4
31618,1,0.0,1055010,97.4
31628,514,0.05,1055524,97.45
31636,1,0.0,1055525,97.45
31645,1,0.0,1055526,97.45
31646,1,0.0,1055527,97.45
31648,490,0.05,1056017,97.5
31654,16,0.0,1056033,97.5
31655,512,0.05,1056545,97.55
31660,648,0.06,1057193,97.61
31677,1,0.0,1057194,97.61
31682,2,0.0,1057196,97.61
31688,656,0.06,1057852,97.67
31694,34,0.0,1057886,97.67
31740,71,0.01,1057957,97.68
31745,2,0.0,1057959,97.68
31755,706,0.07,1058665,97.74
31757,574,0.05,1059239,97.8
31760,630,0.06,1059869,97.85
31763,1,0.0,1059870,97.85
31764,1,0.0,1059871,97.85
31766,434,0.04,1060305,97.89
31769,3,0.0,1060308,97.89
31784,11,0.0,1060319,97.9
31787,1,0.0,1060320,97.9
31792,1,0.0,1060321,97.9
31794,54,0.0,1060375,97.9
31838,2,0.0,1060377,97.9
31857,424,0.04,1060801,97.94
31861,2,0.0,1060803,97.94
31871,1,0.0,1060804,97.94
31880,372,0.03,1061176,97.97
31883,594,0.05,1061770,98.03
31885,481,0.04,1062251,98.07
31893,3,0.0,1062254,98.07
31895,1,0.0,1062255,98.07
31900,2,0.0,1062257,98.07
31928,1,0.0,1062258,98.07
31930,1,0.0,1062259,98.07
31944,469,0.04,1062728,98.12
31956,2,0.0,1062730,98.12
31960,555,0.05,1063285,98.17
31967,18,0.0,1063303,98.17
31971,1,0.0,1063304,98.17
31985,414,0.04,1063718,98.21
31991,615,0.06,1064333,98.27
31993,561,0.05,1064894,98.32
32002,512,0.05,1065406,98.36
32013,1,0.0,1065407,98.36
32020,573,0.05,1065980,98.42
32037,715,0.07,1066695,98.48
32041,1,0.0,1066696,98.48
32055,4,0.0,1066700,98.48
32057,3,0.0,1066703,98.48
32071,1,0.0,1066704,98.48
32078,1,0.0,1066705,98.48
32108,1,0.0,1066706,98.48
32110,1,0.0,1066707,98.48
32116,1,0.0,1066708,98.48
32126,585,0.05,1067293,98.54
32149,659,0.06,1067952,98.6
32155,468,0.04,1068420,98.64
32165,583,0.05,1069003,98.7
32183,1,0.0,1069004,98.7
32187,405,0.04,1069409,98.73
32193,1,0.0,1069410,98.73
32195,530,0.05,1069940,98.78
32204,1,0.0,1069941,98.78
32209,425,0.04,1070366,98.82
32244,603,0.06,1070969,98.88
32247,484,0.04,1071453,98.92
32252,1,0.0,1071454,98.92
32261,1,0.0,1071455,98.92
32264,5,0.0,1071460,98.92
32268,4,0.0,1071464,98.92
32280,906,0.08,1072370,99.01
32296,1,0.0,1072371,99.01
32308,15,0.0,1072386,99.01
32315,1,0.0,1072387,99.01
32318,14,0.0,1072401,99.01
32320,1,0.0,1072402,99.01
32331,1,0.0,1072403,99.01
32336,1,0.0,1072404,99.01
32337,1,0.0,1072405,99.01
32359,1,0.0,1072406,99.01
32364,345,0.03,1072751,99.04
32368,595,0.05,1073346,99.1
32385,1,0.0,1073347,99.1
32389,1,0.0,1073348,99.1
32427,1,0.0,1073349,99.1
32464,741,0.07,1074090,99.17
32470,564,0.05,1074654,99.22
32471,3,0.0,1074657,99.22
32477,1,0.0,1074658,99.22
32478,1,0.0,1074659,99.22
32481,905,0.08,1075564,99.3
32482,2,0.0,1075566,99.3
32511,1,0.0,1075567,99.3
32514,810,0.07,1076377,99.38
32520,1,0.0,1076378,99.38
32534,1,0.0,1076379,99.38
32538,1,0.0,1076380,99.38
32548,1,0.0,1076381,99.38
32549,674,0.06,1077055,99.44
32555,1,0.0,1077056,99.44
32570,630,0.06,1077686,99.5
32573,3,0.0,1077689,99.5
32583,1,0.0,1077690,99.5
32586,419,0.04,1078109,99.54
32592,446,0.04,1078555,99.58
32593,1,0.0,1078556,99.58
32594,1,0.0,1078557,99.58
32601,1,0.0,1078558,99.58
32607,1,0.0,1078559,99.58
32609,400,0.04,1078959,99.62
32629,478,0.04,1079437,99.66
32636,1,0.0,1079438,99.66
32653,2,0.0,1079440,99.66
32660,659,0.06,1080099,99.72
32670,458,0.04,1080557,99.76
32674,517,0.05,1081074,99.81
32679,3,0.0,1081077,99.81
32696,1,0.0,1081078,99.81
32705,407,0.04,1081485,99.85
32707,541,0.05,1082026,99.9
32721,1,0.0,1082027,99.9
32784,507,0.05,1082534,99.95
32785,1,0.0,1082535,99.95
32794,580,0.05,1083115,100.0
32828,2,0.0,1083117,100.0
32843,1,0.0,1083118,100.0
