IMD_Score,patient_count,pct_of_patients,cumulative_patients,cumulative_pct
23470,1,0.0,841910,77.73
23471,2,0.0,841912,77.73
23472,3,0.0,841915,77.73
23474,1,0.0,841916,77.73
23479,562,0.05,842478,77.78
23480,742,0.07,843220,77.85
23491,1,0.0,843221,77.85
23505,494,0.05,843715,77.9
23515,870,0.08,844585,77.98
23517,778,0.07,845363,78.05
23522,1,0.0,845364,78.05
23527,10,0.0,845374,78.05
23539,1,0.0,845375,78.05
23540,609,0.06,845984,78.11
23541,391,0.04,846375,78.14
23553,1,0.0,846376,78.14
23557,572,0.05,846948,78.2
23560,561,0.05,847509,78.25
23600,560,0.05,848069,78.3
23605,1,0.0,848070,78.3
23610,1,0.0,848071,78.3
23615,795,0.07,848866,78.37
23620,921,0.09,849787,78.46
23628,1,0.0,849788,78.46
23634,2,0.0,849790,78.46
23653,1,0.0,849791,78.46
23660,15,0.0,849806,78.46
23664,1,0.0,849807,78.46
23667,1,0.0,849808,78.46
23668,1,0.0,849809,78.46
23669,369,0.03,850178,78.49
23677,312,0.03,850490,78.52
23686,2,0.0,850492,78.52
23706,953,0.09,851445,78.61
23709,1,0.0,851446,78.61
23711,1,0.0,851447,78.61
23716,1,0.0,851448,78.61
23728,1,0.0,851449,78.61
23746,1,0.0,851450,78.61
23748,2,0.0,851452,78.61
23770,1,0.0,851453,78.61
23777,1,0.0,851454,78.61
23787,434,0.04,851888,78.65
23795,1,0.0,851889,78.65
23800,550,0.05,852439,78.7
23807,1135,0.1,853574,78.81
23810,2,0.0,853576,78.81
23812,14,0.0,853590,78.81
23818,1,0.0,853591,78.81
23827,3,0.0,853594,78.81
23844,739,0.07,854333,78.88
23861,1046,0.1,855379,78.97
23864,12,0.0,855391,78.97
23874,490,0.05,855881,79.02
23877,1,0.0,855882,79.02
23880,1,0.0,855883,79.02
23882,593,0.05,856476,79.08
23888,1,0.0,856477,79.08
23901,616,0.06,857093,79.13
23906,546,0.05,857639,79.18
23910,1,0.0,857640,79.18
23931,567,0.05,858207,79.23
23939,1,0.0,858208,79.23
23942,864,0.08,859072,79.31
23953,1,0.0,859073,79.31
23959,2,0.0,859075,79.31
23963,466,0.04,859541,79.36
23967,1,0.0,859542,79.36
23979,1,0.0,859543,79.36
23983,512,0.05,860055,79.41
23987,1,0.0,860056,79.41
23992,5,0.0,860061,79.41
23995,1,0.0,860062,79.41
24008,605,0.06,860667,79.46
24013,1,0.0,860668,79.46
24020,481,0.04,861149,79.51
24026,804,0.07,861953,79.58
24034,1,0.0,861954,79.58
24036,1,0.0,861955,79.58
24084,1,0.0,861956,79.58
24085,861,0.08,862817,79.66
24086,1,0.0,862818,79.66
24089,1,0.0,862819,79.66
24094,1,0.0,862820,79.66
24097,1,0.0,862821,79.66
24100,2,0.0,862823,79.66
24102,545,0.05,863368,79.71
24108,2,0.0,863370,79.71
24127,754,0.07,864124,79.78
24142,1,0.0,864125,79.78
24149,682,0.06,864807,79.84
24162,1,0.0,864808,79.84
24163,351,0.03,865159,79.88
24164,1,0.0,865160,79.88
24168,511,0.05,865671,79.92
24183,317,0.03,865988,79.95
24191,2,0.0,865990,79.95
24193,1,0.0,865991,79.95
24204,1,0.0,865992,79.95
24212,585,0.05,866577,80.01
24214,3,0.0,866580,80.01
24221,9,0.0,866589,80.01
24223,23,0.0,866612,80.01
24237,1,0.0,866613,80.01
24241,1,0.0,866614,80.01
24244,850,0.08,867464,80.09
24271,1,0.0,867465,80.09
24274,557,0.05,868022,80.14
24296,1,0.0,868023,80.14
24297,575,0.05,868598,80.19
24298,2,0.0,868600,80.19
24300,9,0.0,868609,80.2
24314,1,0.0,868610,80.2
24341,1,0.0,868611,80.2
24364,2,0.0,868613,80.2
24367,41,0.0,868654,80.2
24368,1,0.0,868655,80.2
24374,615,0.06,869270,80.26
24383,1,0.0,869271,80.26
24392,464,0.04,869735,80.3
24406,1,0.0,869736,80.3
24429,1,0.0,869737,80.3
24440,3,0.0,869740,80.3
24446,544,0.05,870284,80.35
24448,1,0.0,870285,80.35
24462,1,0.0,870286,80.35
24477,29,0.0,870315,80.35
24488,782,0.07,871097,80.42
24493,1,0.0,871098,80.43
24501,365,0.03,871463,80.46
24503,684,0.06,872147,80.52
24504,1,0.0,872148,80.52
24505,1,0.0,872149,80.52
24544,933,0.09,873082,80.61
24549,1,0.0,873083,80.61
24566,726,0.07,873809,80.68
24574,510,0.05,874319,80.72
24579,527,0.05,874846,80.77
24597,540,0.05,875386,80.82
24609,481,0.04,875867,80.87
24614,1,0.0,875868,80.87
24629,608,0.06,876476,80.92
24636,1,0.0,876477,80.92
24643,924,0.09,877401,81.01
24644,588,0.05,877989,81.06
24646,33,0.0,878022,81.06
24654,11,0.0,878033,81.07
24657,778,0.07,878811,81.14
24661,1,0.0,878812,81.14
24667,2,0.0,878814,81.14
24677,842,0.08,879656,81.22
24681,1,0.0,879657,81.22
24696,502,0.05,880159,81.26
24697,2,0.0,880161,81.26
24705,439,0.04,880600,81.3
24706,5,0.0,880605,81.3
24718,564,0.05,881169,81.35
24719,1,0.0,881170,81.35
24725,2,0.0,881172,81.36
24735,1,0.0,881173,81.36
24742,1,0.0,881174,81.36
24745,474,0.04,881648,81.4
24747,4,0.0,881652,81.4
24755,1,0.0,881653,81.4
24766,2,0.0,881655,81.4
24784,1,0.0,881656,81.4
24787,1,0.0,881657,81.4
24803,4,0.0,881661,81.4
24822,1,0.0,881662,81.4
24841,1,0.0,881663,81.4
24849,718,0.07,882381,81.47
24876,1,0.0,882382,81.47
24888,457,0.04,882839,81.51
24897,1,0.0,882840,81.51
24901,1,0.0,882841,81.51
24909,1,0.0,882842,81.51
24934,767,0.07,883609,81.58
24945,462,0.04,884071,81.62
24989,1,0.0,884072,81.62
25006,3,0.0,884075,81.62
25011,1,0.0,884076,81.62
25023,3,0.0,884079,81.62
25028,24,0.0,884103,81.63
25032,1,0.0,884104,81.63
25053,542,0.05,884646,81.68
25062,1,0.0,884647,81.68
25070,1,0.0,884648,81.68
25072,1,0.0,884649,81.68
25093,805,0.07,885454,81.75
25108,16,0.0,885470,81.75
25120,457,0.04,885927,81.79
25122,830,0.08,886757,81.87
25128,68,0.01,886825,81.88
25132,688,0.06,887513,81.94
25137,1,0.0,887514,81.94
25143,1,0.0,887515,81.94
25150,1,0.0,887516,81.94
25159,1,0.0,887517,81.94
25172,800,0.07,888317,82.01
25175,1,0.0,888318,82.01
25176,510,0.05,888828,82.06
25181,1,0.0,888829,82.06
25187,1,0.0,888830,82.06
25189,784,0.07,889614,82.13
25191,1,0.0,889615,82.13
25192,1,0.0,889616,82.13
25203,1,0.0,889617,82.13
25205,1,0.0,889618,82.13
25210,627,0.06,890245,82.19
25216,946,0.09,891191,82.28
25226,1,0.0,891192,82.28
25232,15,0.0,891207,82.28
25234,2,0.0,891209,82.28
25235,483,0.04,891692,82.33
25248,1,0.0,891693,82.33
25251,1,0.0,891694,82.33
25253,2,0.0,891696,82.33
25264,1,0.0,891697,82.33
25266,1,0.0,891698,82.33
25272,1,0.0,891699,82.33
25279,2,0.0,891701,82.33
25284,356,0.03,892057,82.36
25289,1,0.0,892058,82.36
25313,467,0.04,892525,82.4
25319,1,0.0,892526,82.4
25322,397,0.04,892923,82.44
25333,2,0.0,892925,82.44
25351,2,0.0,892927,82.44
25353,579,0.05,893506,82.49
25371,1,0.0,893507,82.49
25392,7,0.0,893514,82.49
25396,1,0.0,893515,82.49
25410,1,0.0,893516,82.49
25412,663,0.06,894179,82.56
25423,2,0.0,894181,82.56
25424,2,0.0,894183,82.56
25441,2,0.0,894185,82.56
25458,1,0.0,894186,82.56
25466,1,0.0,894187,82.56
25474,8,0.0,894195,82.56
25475,3,0.0,894198,82.56
25480,26,0.0,894224,82.56
25486,1,0.0,894225,82.56
25493,480,0.04,894705,82.6
25496,448,0.04,895153,82.65
25497,1,0.0,895154,82.65
25506,2,0.0,895156,82.65
25516,690,0.06,895846,82.71
25521,23,0.0,895869,82.71
25522,592,0.05,896461,82.77
25534,777,0.07,897238,82.84
25537,77,0.01,897315,82.85
25538,1,0.0,897316,82.85
25539,1,0.0,897317,82.85
25553,670,0.06,897987,82.91
25592,2,0.0,897989,82.91
25605,5,0.0,897994,82.91
25616,1,0.0,897995,82.91
25623,2,0.0,897997,82.91
25626,2,0.0,897999,82.91
25627,2,0.0,898001,82.91
25630,1,0.0,898002,82.91
25638,1,0.0,898003,82.91
25641,1,0.0,898004,82.91
25649,560,0.05,898564,82.96
25663,1,0.0,898565,82.96
25671,1,0.0,898566,82.96
25672,1,0.0,898567,82.96
25684,471,0.04,899038,83.0
25685,710,0.07,899748,83.07
25687,732,0.07,900480,83.14
25703,1,0.0,900481,83.14
25706,411,0.04,900892,83.18
25720,466,0.04,901358,83.22
25731,1,0.0,901359,83.22
25735,1,0.0,901360,83.22
25742,10,0.0,901370,83.22
25751,2,0.0,901372,83.22
25755,1,0.0,901373,83.22
25772,665,0.06,902038,83.28
25774,2,0.0,902040,83.28
25784,1,0.0,902041,83.28
25789,398,0.04,902439,83.32
25797,536,0.05,902975,83.37
25804,622,0.06,903597,83.43
25808,682,0.06,904279,83.49
25826,973,0.09,905252,83.58
25844,610,0.06,905862,83.63
25845,2,0.0,905864,83.63
25846,585,0.05,906449,83.69
25855,764,0.07,907213,83.76
25857,490,0.05,907703,83.8
25858,432,0.04,908135,83.84
25859,1,0.0,908136,83.84
25866,1,0.0,908137,83.84
25869,570,0.05,908707,83.9
25872,2,0.0,908709,83.9
25882,1,0.0,908710,83.9
25890,1,0.0,908711,83.9
25896,1,0.0,908712,83.9
25907,582,0.05,909294,83.95
25915,1,0.0,909295,83.95
25927,1,0.0,909296,83.95
25932,1,0.0,909297,83.95
25953,1,0.0,909298,83.95
25956,1,0.0,909299,83.95
25964,496,0.05,909795,84.0
25968,2,0.0,909797,84.0
25973,560,0.05,910357,84.05
25979,492,0.05,910849,84.1
25987,1,0.0,910850,84.1
25997,1,0.0,910851,84.1
26008,399,0.04,911250,84.13
26010,1,0.0,911251,84.13
26013,1,0.0,911252,84.13
26017,1,0.0,911253,84.13
26018,727,0.07,911980,84.2
26024,457,0.04,912437,84.24
26028,1,0.0,912438,84.24
26040,1,0.0,912439,84.24
26055,443,0.04,912882,84.28
26062,564,0.05,913446,84.33
26076,20,0.0,913466,84.34
26080,2,0.0,913468,84.34
26082,1,0.0,913469,84.34
26096,1,0.0,913470,84.34
26099,1,0.0,913471,84.34
26105,1,0.0,913472,84.34
26115,474,0.04,913946,84.38
26144,2,0.0,913948,84.38
26161,879,0.08,914827,84.46
26162,1,0.0,914828,84.46
26171,70,0.01,914898,84.47
26199,1,0.0,914899,84.47
26203,4,0.0,914903,84.47
26210,429,0.04,915332,84.51
26218,1,0.0,915333,84.51
26220,431,0.04,915764,84.55
26223,1,0.0,915765,84.55
26229,1,0.0,915766,84.55
26237,704,0.06,916470,84.61
26252,1,0.0,916471,84.61
26255,499,0.05,916970,84.66
26259,2,0.0,916972,84.66
26268,597,0.06,917569,84.72
26271,765,0.07,918334,84.79
26278,2,0.0,918336,84.79
26282,502,0.05,918838,84.83
26288,500,0.05,919338,84.88
26292,467,0.04,919805,84.92
26296,1,0.0,919806,84.92
26305,3,0.0,919809,84.92
26308,6,0.0,919815,84.92
26310,722,0.07,920537,84.99
26312,1,0.0,920538,84.99
26317,3,0.0,920541,84.99
26319,1,0.0,920542,84.99
26320,11,0.0,920553,84.99
26326,382,0.04,920935,85.03
26337,2,0.0,920937,85.03
26347,1,0.0,920938,85.03
26351,1,0.0,920939,85.03
26375,535,0.05,921474,85.08
26382,1,0.0,921475,85.08
26388,1,0.0,921476,85.08
26432,2,0.0,921478,85.08
26435,525,0.05,922003,85.12
26439,1,0.0,922004,85.12
26441,2,0.0,922006,85.13
26445,1,0.0,922007,85.13
26459,1,0.0,922008,85.13
26486,538,0.05,922546,85.18
26499,444,0.04,922990,85.22
26506,665,0.06,923655,85.28
26509,20,0.0,923675,85.28
26515,32,0.0,923707,85.28
26524,87,0.01,923794,85.29
26527,1,0.0,923795,85.29
26529,439,0.04,924234,85.33
26539,1,0.0,924235,85.33
26542,1135,0.1,925370,85.44
26548,556,0.05,925926,85.49
26550,618,0.06,926544,85.54
26568,70,0.01,926614,85.55
26569,368,0.03,926982,85.58
26599,9,0.0,926991,85.59
26606,1,0.0,926992,85.59
26621,485,0.04,927477,85.63
26630,618,0.06,928095,85.69
26632,3,0.0,928098,85.69
26640,1,0.0,928099,85.69
26643,713,0.07,928812,85.75
26659,1,0.0,928813,85.75
26660,477,0.04,929290,85.8
26666,671,0.06,929961,85.86
26672,532,0.05,930493,85.91
26677,593,0.05,931086,85.96
26705,2,0.0,931088,85.96
26713,15,0.0,931103,85.97
26722,749,0.07,931852,86.03
26726,2,0.0,931854,86.03
26747,1,0.0,931855,86.03
26757,1,0.0,931856,86.03
26761,3,0.0,931859,86.03
26765,680,0.06,932539,86.1
26773,1,0.0,932540,86.1
26780,939,0.09,933479,86.18
26798,1,0.0,933480,86.18
26800,1,0.0,933481,86.18
26839,1,0.0,933482,86.18
26843,806,0.07,934288,86.26
26846,653,0.06,934941,86.32
26847,449,0.04,935390,86.36
26875,1,0.0,935391,86.36
26885,805,0.07,936196,86.44
26895,1245,0.11,937441,86.55
26897,3,0.0,937444,86.55
26903,2,0.0,937446,86.55
26916,1,0.0,937447,86.55
26932,1,0.0,937448,86.55
26945,10,0.0,937458,86.55
26959,2,0.0,937460,86.55
26966,2,0.0,937462,86.55
26980,364,0.03,937826,86.59
27006,3,0.0,937829,86.59
27033,1,0.0,937830,86.59
27038,413,0.04,938243,86.62
27045,1,0.0,938244,86.62
27068,2,0.0,938246,86.62
27076,22,0.0,938268,86.63
27077,2,0.0,938270,86.63
27084,1,0.0,938271,86.63
27089,780,0.07,939051,86.7
27117,36,0.0,939087,86.7
27132,640,0.06,939727,86.76
27144,834,0.08,940561,86.84
27159,607,0.06,941168,86.89
27167,509,0.05,941677,86.94
27169,1,0.0,941678,86.94
27172,1,0.0,941679,86.94
27185,18,0.0,941697,86.94
27187,1,0.0,941698,86.94
27192,318,0.03,942016,86.97
27202,798,0.07,942814,87.05
27209,1,0.0,942815,87.05
27223,29,0.0,942844,87.05
27250,3,0.0,942847,87.05
27251,39,0.0,942886,87.05
27272,1,0.0,942887,87.05
27277,913,0.08,943800,87.14
27283,3,0.0,943803,87.14
27293,1,0.0,943804,87.14
27304,614,0.06,944418,87.19
27332,106,0.01,944524,87.2
27337,1,0.0,944525,87.2
27376,1,0.0,944526,87.2
27378,1,0.0,944527,87.2
27380,1,0.0,944528,87.2
27387,2,0.0,944530,87.2
27398,423,0.04,944953,87.24
27407,2,0.0,944955,87.24
27409,691,0.06,945646,87.31
27423,833,0.08,946479,87.38
27425,398,0.04,946877,87.42
27426,354,0.03,947231,87.45
27429,1,0.0,947232,87.45
27465,635,0.06,947867,87.51
27473,2,0.0,947869,87.51
27477,1,0.0,947870,87.51
27488,564,0.05,948434,87.57
27497,499,0.05,948933,87.61
27508,638,0.06,949571,87.67
27521,2,0.0,949573,87.67
27525,4,0.0,949577,87.67
27526,2,0.0,949579,87.67
27533,1129,0.1,950708,87.78
27536,3,0.0,950711,87.78
27538,1,0.0,950712,87.78
27553,2,0.0,950714,87.78
27559,3,0.0,950717,87.78
27564,1,0.0,950718,87.78
27565,9,0.0,950727,87.78
27566,1,0.0,950728,87.78
27570,577,0.05,951305,87.83
27571,3,0.0,951308,87.83
27575,1,0.0,951309,87.83
27577,1,0.0,951310,87.83
27578,17,0.0,951327,87.83
27583,1,0.0,951328,87.83
27591,445,0.04,951773,87.87
27595,2,0.0,951775,87.87
27629,2,0.0,951777,87.87
27631,1,0.0,951778,87.87
27639,1,0.0,951779,87.87
27644,1,0.0,951780,87.87
27649,672,0.06,952452,87.94
27660,1,0.0,952453,87.94
27664,550,0.05,953003,87.99
27676,2,0.0,953005,87.99
27679,1,0.0,953006,87.99
27701,1,0.0,953007,87.99
27703,2,0.0,953009,87.99
27707,3,0.0,953012,87.99
27708,1,0.0,953013,87.99
27723,2,0.0,953015,87.99
27732,1,0.0,953016,87.99
27733,744,0.07,953760,88.06
27739,1,0.0,953761,88.06
27743,1,0.0,953762,88.06
27762,4,0.0,953766,88.06
27769,700,0.06,954466,88.12
27774,491,0.05,954957,88.17
27795,1,0.0,954958,88.17
27800,568,0.05,955526,88.22
27808,3,0.0,955529,88.22
27809,621,0.06,956150,88.28
27810,1,0.0,956151,88.28
27821,839,0.08,956990,88.36
27830,559,0.05,957549,88.41
27845,476,0.04,958025,88.45
27846,609,0.06,958634,88.51
27848,3,0.0,958637,88.51
27858,729,0.07,959366,88.57
27887,655,0.06,960021,88.63
27890,1,0.0,960022,88.64
27898,1,0.0,960023,88.64
27900,332,0.03,960355,88.67
27909,1,0.0,960356,88.67
27914,599,0.06,960955,88.72
27915,1,0.0,960956,88.72
27925,707,0.07,961663,88.79
27935,470,0.04,962133,88.83
27942,3,0.0,962136,88.83
27947,648,0.06,962784,88.89
27957,1,0.0,962785,88.89
27963,1,0.0,962786,88.89
27967,1,0.0,962787,88.89
27976,916,0.08,963703,88.97
27996,361,0.03,964064,89.01
27999,1,0.0,964065,89.01
28001,783,0.07,964848,89.08
28012,1,0.0,964849,89.08
28024,504,0.05,965353,89.13
28041,1,0.0,965354,89.13
28045,2,0.0,965356,89.13
28051,1,0.0,965357,89.13
28059,23,0.0,965380,89.13
28070,1,0.0,965381,89.13
28088,583,0.05,965964,89.18
28091,1,0.0,965965,89.18
28100,576,0.05,966541,89.24
28103,1,0.0,966542,89.24
28104,1,0.0,966543,89.24
28105,620,0.06,967163,89.29
28112,13,0.0,967176,89.3
28118,422,0.04,967598,89.33
28122,1,0.0,967599,89.33
28123,502,0.05,968101,89.38
28135,1,0.0,968102,89.38
28141,7,0.0,968109,89.38
28147,1,0.0,968110,89.38
28190,1,0.0,968111,89.38
28196,1,0.0,968112,89.38
28209,1,0.0,968113,89.38
28216,1,0.0,968114,89.38
28221,1,0.0,968115,89.38
28223,359,0.03,968474,89.42
28228,634,0.06,969108,89.47
28244,17,0.0,969125,89.48
28247,3,0.0,969128,89.48
28270,1,0.0,969129,89.48
28275,554,0.05,969683,89.53
28278,2,0.0,969685,89.53
28302,619,0.06,970304,89.58
28310,1,0.0,970305,89.58
28314,40,0.0,970345,89.59
28317,1,0.0,970346,89.59
28322,1,0.0,970347,89.59
28331,410,0.04,970757,89.63
28338,1,0.0,970758,89.63
28361,484,0.04,971242,89.67
28363,517,0.05,971759,89.72
28379,18,0.0,971777,89.72
28398,1,0.0,971778,89.72
28403,2,0.0,971780,89.72
28435,1,0.0,971781,89.72
28469,2,0.0,971783,89.72
28471,12,0.0,971795,89.72
28473,2,0.0,971797,89.72
28481,1,0.0,971798,89.72
28482,330,0.03,972128,89.75
28490,1192,0.11,973320,89.86
28497,2,0.0,973322,89.86
28513,1,0.0,973323,89.86
28543,1,0.0,973324,89.86
28546,592,0.05,973916,89.92
28548,360,0.03,974276,89.95
28550,1,0.0,974277,89.95
28552,1,0.0,974278,89.95
28577,58,0.01,974336,89.96
28591,595,0.05,974931,90.01
28613,417,0.04,975348,90.05
28618,1,0.0,975349,90.05
28630,2,0.0,975351,90.05
28631,1,0.0,975352,90.05
28644,1,0.0,975353,90.05
28657,1,0.0,975354,90.05
28662,1,0.0,975355,90.05
28670,494,0.05,975849,90.1
28675,1,0.0,975850,90.1
28681,1,0.0,975851,90.1
28692,22,0.0,975873,90.1
28698,671,0.06,976544,90.16
28703,1,0.0,976545,90.16
28715,1,0.0,976546,90.16
28716,2,0.0,976548,90.16
28721,568,0.05,977116,90.21
28733,1,0.0,977117,90.21
28748,365,0.03,977482,90.25
28769,1,0.0,977483,90.25
28772,621,0.06,978104,90.3
28776,5,0.0,978109,90.3
28778,1,0.0,978110,90.31
28784,702,0.06,978812,90.37
28793,8,0.0,978820,90.37
28799,6,0.0,978826,90.37
28822,606,0.06,979432,90.43
28824,587,0.05,980019,90.48
28836,476,0.04,980495,90.53
28844,1,0.0,980496,90.53
28850,588,0.05,981084,90.58
28853,1,0.0,981085,90.58
28856,758,0.07,981843,90.65
28866,869,0.08,982712,90.73
28869,1,0.0,982713,90.73
28874,602,0.06,983315,90.79
28893,1,0.0,983316,90.79
28900,1,0.0,983317,90.79
28905,489,0.05,983806,90.83
28907,3,0.0,983809,90.83
28920,383,0.04,984192,90.87
28925,587,0.05,984779,90.92
28927,7,0.0,984786,90.92
28951,1,0.0,984787,90.92
28953,1,0.0,984788,90.92
28955,1,0.0,984789,90.92
28958,2,0.0,984791,90.92
28965,395,0.04,985186,90.96
28971,539,0.05,985725,91.01
28986,4,0.0,985729,91.01
29004,168,0.02,985897,91.02
29007,66,0.01,985963,91.03
29011,1,0.0,985964,91.03
29026,1,0.0,985965,91.03
29028,2,0.0,985967,91.03
29030,1,0.0,985968,91.03
29032,486,0.04,986454,91.08
29042,3,0.0,986457,91.08
29066,1,0.0,986458,91.08
29069,887,0.08,987345,91.16
29078,1,0.0,987346,91.16
29093,2,0.0,987348,91.16
29098,2,0.0,987350,91.16
29108,594,0.05,987944,91.21
29112,1146,0.11,989090,91.32
29113,539,0.05,989629,91.37
29127,585,0.05,990214,91.42
29139,583,0.05,990797,91.48
29150,1,0.0,990798,91.48
29165,1,0.0,990799,91.48
29168,1,0.0,990800,91.48
29172,1,0.0,990801,91.48
29176,491,0.05,991292,91.52
29184,836,0.08,992128,91.6
29188,1,0.0,992129,91.6
29198,2,0.0,992131,91.6
29203,1,0.0,992132,91.6
29214,1,0.0,992133,91.6
29231,1,0.0,992134,91.6
29234,1,0.0,992135,91.6
29235,623,0.06,992758,91.66
29251,1,0.0,992759,91.66
29268,1,0.0,992760,91.66
29277,17,0.0,992777,91.66
29290,2,0.0,992779,91.66
29305,1,0.0,992780,91.66
29307,307,0.03,993087,91.69
29313,2,0.0,993089,91.69
29320,571,0.05,993660,91.74
29323,468,0.04,994128,91.78
29328,3,0.0,994131,91.78
29341,499,0.05,994630,91.83
29345,1,0.0,994631,91.83
29348,627,0.06,995258,91.89
29363,1,0.0,995259,91.89
29366,2,0.0,995261,91.89
29372,2,0.0,995263,91.89
29386,16,0.0,995279,91.89
29390,1,0.0,995280,91.89
29409,671,0.06,995951,91.95
29413,1,0.0,995952,91.95
29421,1,0.0,995953,91.95
29425,1,0.0,995954,91.95
29446,3,0.0,995957,91.95
29449,2,0.0,995959,91.95
29479,22,0.0,995981,91.95
29485,1,0.0,995982,91.96
29493,1,0.0,995983,91.96
29500,514,0.05,996497,92.0
29503,2,0.0,996499,92.0
29505,2,0.0,996501,92.0
29508,1,0.0,996502,92.0
29516,718,0.07,997220,92.07
29518,747,0.07,997967,92.14
29539,1,0.0,997968,92.14
29550,456,0.04,998424,92.18
29553,2,0.0,998426,92.18
29554,822,0.08,999248,92.26
29558,57,0.01,999305,92.26
29570,1,0.0,999306,92.26
29578,22,0.0,999328,92.26
29582,1,0.0,999329,92.26
29617,597,0.06,999926,92.32
29619,585,0.05,1000511,92.37
29629,3,0.0,1000514,92.37
29633,1,0.0,1000515,92.37
29639,1,0.0,1000516,92.37
29653,3,0.0,1000519,92.37
29658,1,0.0,1000520,92.37
29665,4,0.0,1000524,92.37
29672,15,0.0,1000539,92.38
29679,359,0.03,1000898,92.41
29689,59,0.01,1000957,92.41
29712,1,0.0,1000958,92.41
29713,450,0.04,1001408,92.46
29714,1,0.0,1001409,92.46
29720,515,0.05,1001924,92.5
29725,672,0.06,1002596,92.57
29731,2,0.0,1002598,92.57
29742,1,0.0,1002599,92.57
29745,667,0.06,1003266,92.63
29747,409,0.04,1003675,92.67
29760,1,0.0,1003676,92.67
29761,620,0.06,1004296,92.72
29765,3,0.0,1004299,92.72
29768,727,0.07,1005026,92.79
29790,528,0.05,1005554,92.84
29794,2,0.0,1005556,92.84
29815,1,0.0,1005557,92.84
29826,3,0.0,1005560,92.84
29829,490,0.05,1006050,92.88
29838,1,0.0,1006051,92.88
29844,964,0.09,1007015,92.97
29848,1,0.0,1007016,92.97
29852,14,0.0,1007030,92.98
29854,449,0.04,1007479,93.02
29889,284,0.03,1007763,93.04
29898,575,0.05,1008338,93.1
29900,1,0.0,1008339,93.1
29904,1,0.0,1008340,93.1
29932,1,0.0,1008341,93.1
29935,1,0.0,1008342,93.1
29947,1,0.0,1008343,93.1
29961,1000,0.09,1009343,93.19
29983,2,0.0,1009345,93.19
29995,624,0.06,1009969,93.25
30003,826,0.08,1010795,93.32
30021,563,0.05,1011358,93.37
30026,1,0.0,1011359,93.37
30048,503,0.05,1011862,93.42
30053,3,0.0,1011865,93.42
30091,361,0.03,1012226,93.45
30098,551,0.05,1012777,93.51
30100,1,0.0,1012778,93.51
30128,720,0.07,1013498,93.57
30131,2,0.0,1013500,93.57
30137,621,0.06,1014121,93.63
30140,1086,0.1,1015207,93.73
30165,628,0.06,1015835,93.79
30172,2,0.0,1015837,93.79
30203,1,0.0,1015838,93.79
30207,649,0.06,1016487,93.85
30222,1,0.0,1016488,93.85
30231,1,0.0,1016489,93.85
30234,35,0.0,1016524,93.85
30242,2,0.0,1016526,93.85
30259,32,0.0,1016558,93.85
30262,1151,0.11,1017709,93.96
30278,1,0.0,1017710,93.96
30279,317,0.03,1018027,93.99
30286,1,0.0,1018028,93.99
30311,867,0.08,1018895,94.07
30342,2,0.0,1018897,94.07
30345,698,0.06,1019595,94.14
30359,750,0.07,1020345,94.2
30364,333,0.03,1020678,94.24
30372,701,0.06,1021379,94.3
30382,4,0.0,1021383,94.3
30384,5,0.0,1021388,94.3
30390,456,0.04,1021844,94.34
30420,1,0.0,1021845,94.34
30424,3,0.0,1021848,94.34
30427,1,0.0,1021849,94.34
30432,440,0.04,1022289,94.38
30435,672,0.06,1022961,94.45
30438,2,0.0,1022963,94.45
30442,5,0.0,1022968,94.45
30443,7,0.0,1022975,94.45
30445,442,0.04,1023417,94.49
30454,2,0.0,1023419,94.49
30476,1,0.0,1023420,94.49
30499,3,0.0,1023423,94.49
30501,894,0.08,1024317,94.57
30502,1,0.0,1024318,94.57
30511,7,0.0,1024325,94.57
30547,564,0.05,1024889,94.62
30548,775,0.07,1025664,94.7
30554,62,0.01,1025726,94.7
30581,67,0.01,1025793,94.71
30582,416,0.04,1026209,94.75
30596,1,0.0,1026210,94.75
30599,1,0.0,1026211,94.75
30613,699,0.06,1026910,94.81
30614,1,0.0,1026911,94.81
30618,1,0.0,1026912,94.81
30621,1,0.0,1026913,94.81
30624,4,0.0,1026917,94.81
30637,852,0.08,1027769,94.89
30644,353,0.03,1028122,94.92
30667,521,0.05,1028643,94.97
30684,1,0.0,1028644,94.97
30688,68,0.01,1028712,94.98
30734,490,0.05,1029202,95.02
30737,16,0.0,1029218,95.02
30738,1,0.0,1029219,95.02
30744,33,0.0,1029252,95.03
30755,7,0.0,1029259,95.03
30757,2,0.0,1029261,95.03
30759,1,0.0,1029262,95.03
30762,3,0.0,1029265,95.03
30766,1,0.0,1029266,95.03
30783,1,0.0,1029267,95.03
30793,2,0.0,1029269,95.03
30796,1,0.0,1029270,95.03
30797,494,0.05,1029764,95.07
30798,553,0.05,1030317,95.13
30812,613,0.06,1030930,95.18
30813,1,0.0,1030931,95.18
30851,510,0.05,1031441,95.23
30857,631,0.06,1032072,95.29
30859,501,0.05,1032573,95.33
30862,624,0.06,1033197,95.39
30875,1,0.0,1033198,95.39
30885,53,0.0,1033251,95.4
30888,529,0.05,1033780,95.44
30893,675,0.06,1034455,95.51
30904,1,0.0,1034456,95.51
30905,549,0.05,1035005,95.56
30927,1,0.0,1035006,95.56
30931,395,0.04,1035401,95.59
30934,597,0.06,1035998,95.65
30938,546,0.05,1036544,95.7
30939,756,0.07,1037300,95.77
