event_count,patient_count,cumulative_patients,cumulative_pct
1,561,561,0.28
2,523,1084,0.55
3,498,1582,0.8
4,467,2049,1.04
5,462,2511,1.27
6,453,2964,1.5
7,482,3446,1.75
8,488,3934,1.99
9,488,4422,2.24
10,519,4941,2.5
11,507,5448,2.76
12,504,5952,3.02
13,498,6450,3.27
14,494,6944,3.52
15,514,7458,3.78
16,533,7991,4.05
17,506,8497,4.31
18,515,9012,4.57
19,535,9547,4.84
20,496,10043,5.09
21,528,10571,5.36
22,545,11116,5.63
23,556,11672,5.92
24,561,12233,6.2
25,562,12795,6.48
26,555,13350,6.77
27,548,13898,7.04
28,540,14438,7.32
29,566,15004,7.6
30,531,15535,7.87
31,559,16094,8.16
32,526,16620,8.42
33,513,17133,8.68
34,552,17685,8.96
35,549,18234,9.24
36,513,18747,9.5
37,514,19261,9.76
38,460,19721,9.99
39,461,20182,10.23
40,469,20651,10.47
41,498,21149,10.72
42,462,21611,10.95
43,455,22066,11.18
44,482,22548,11.43
45,465,23013,11.66
46,501,23514,11.92
47,444,23958,12.14
48,441,24399,12.37
49,470,24869,12.6
50,447,25316,12.83
51,483,25799,13.07
52,384,26183,13.27
53,438,26621,13.49
54,446,27067,13.72
55,419,27486,13.93
56,434,27920,14.15
57,416,28336,14.36
58,422,28758,14.57
59,411,29169,14.78
60,433,29602,15.0
61,437,30039,15.22
62,408,30447,15.43
63,441,30888,15.65
64,379,31267,15.85
65,398,31665,16.05
66,397,32062,16.25
67,407,32469,16.45
68,396,32865,16.66
69,402,33267,16.86
70,398,33665,17.06
71,410,34075,17.27
72,351,34426,17.45
73,363,34789,17.63
74,422,35211,17.84
75,342,35553,18.02
76,373,35926,18.21
77,429,36355,18.42
78,402,36757,18.63
79,412,37169,18.84
80,389,37558,19.03
81,405,37963,19.24
82,377,38340,19.43
83,416,38756,19.64
84,390,39146,19.84
85,379,39525,20.03
86,350,39875,20.21
87,341,40216,20.38
88,376,40592,20.57
89,329,40921,20.74
90,369,41290,20.93
91,424,41714,21.14
92,393,42107,21.34
93,374,42481,21.53
94,387,42868,21.73
95,377,43245,21.92
96,381,43626,22.11
97,371,43997,22.3
98,370,44367,22.48
99,343,44710,22.66
100,359,45069,22.84
101,386,45455,23.04
102,384,45839,23.23
103,356,46195,23.41
104,370,46565,23.6
105,370,46935,23.79
106,355,47290,23.97
107,354,47644,24.15
108,324,47968,24.31
109,368,48336,24.5
110,369,48705,24.68
111,389,49094,24.88
112,360,49454,25.06
113,347,49801,25.24
114,369,50170,25.43
115,344,50514,25.6
116,342,50856,25.77
117,342,51198,25.95
118,362,51560,26.13
119,315,51875,26.29
120,394,52269,26.49
121,356,52625,26.67
122,335,52960,26.84
123,364,53324,27.02
124,332,53656,27.19
125,374,54030,27.38
126,366,54396,27.57
127,371,54767,27.76
128,346,55113,27.93
129,319,55432,28.09
130,334,55766,28.26
131,331,56097,28.43
132,331,56428,28.6
133,310,56738,28.75
134,325,57063,28.92
135,343,57406,29.09
136,330,57736,29.26
137,336,58072,29.43
138,319,58391,29.59
139,305,58696,29.75
140,311,59007,29.9
141,304,59311,30.06
142,347,59658,30.23
143,329,59987,30.4
144,320,60307,30.56
145,362,60669,30.75
146,323,60992,30.91
147,353,61345,31.09
148,311,61656,31.25
149,355,62011,31.43
150,297,62308,31.58
151,340,62648,31.75
152,294,62942,31.9
153,309,63251,32.05
154,307,63558,32.21
155,344,63902,32.38
156,315,64217,32.54
157,321,64538,32.71
158,312,64850,32.87
159,323,65173,33.03
160,310,65483,33.19
161,322,65805,33.35
162,297,66102,33.5
163,323,66425,33.66
164,317,66742,33.82
165,345,67087,34.0
166,322,67409,34.16
167,290,67699,34.31
168,301,68000,34.46
169,319,68319,34.62
170,297,68616,34.77
171,325,68941,34.94
172,300,69241,35.09
173,280,69521,35.23
174,289,69810,35.38
175,305,70115,35.53
176,291,70406,35.68
177,329,70735,35.85
178,308,71043,36.0
179,301,71344,36.16
180,287,71631,36.3
181,276,71907,36.44
182,312,72219,36.6
183,301,72520,36.75
184,303,72823,36.91
185,349,73172,37.08
186,289,73461,37.23
187,280,73741,37.37
188,278,74019,37.51
189,298,74317,37.66
190,283,74600,37.81
191,276,74876,37.95
192,292,75168,38.09
193,270,75438,38.23
194,282,75720,38.37
195,284,76004,38.52
196,276,76280,38.66
197,266,76546,38.79
198,296,76842,38.94
199,305,77147,39.1
200,259,77406,39.23
201,274,77680,39.37
202,278,77958,39.51
203,281,78239,39.65
204,269,78508,39.79
205,261,78769,39.92
206,293,79062,40.07
207,302,79364,40.22
208,285,79649,40.37
209,265,79914,40.5
210,277,80191,40.64
211,248,80439,40.77
212,271,80710,40.9
213,288,80998,41.05
214,268,81266,41.18
215,283,81549,41.33
216,250,81799,41.45
217,262,82061,41.59
218,278,82339,41.73
219,285,82624,41.87
220,258,82882,42.0
221,285,83167,42.15
222,259,83426,42.28
223,295,83721,42.43
224,264,83985,42.56
225,276,84261,42.7
226,276,84537,42.84
227,258,84795,42.97
228,280,85075,43.12
229,287,85362,43.26
230,250,85612,43.39
231,257,85869,43.52
232,247,86116,43.64
233,276,86392,43.78
234,246,86638,43.91
235,295,86933,44.06
236,253,87186,44.18
237,244,87430,44.31
238,266,87696,44.44
239,264,87960,44.58
240,277,88237,44.72
241,274,88511,44.86
242,308,88819,45.01
243,254,89073,45.14
244,242,89315,45.26
245,233,89548,45.38
246,225,89773,45.5
247,253,90026,45.62
248,270,90296,45.76
249,243,90539,45.88
250,242,90781,46.01
251,249,91030,46.13
252,242,91272,46.26
253,255,91527,46.38
254,244,91771,46.51
255,216,91987,46.62
256,238,92225,46.74
257,260,92485,46.87
258,268,92753,47.01
259,229,92982,47.12
260,280,93262,47.26
261,255,93517,47.39
262,233,93750,47.51
263,229,93979,47.63
264,254,94233,47.76
265,244,94477,47.88
266,260,94737,48.01
267,227,94964,48.13
268,242,95206,48.25
269,233,95439,48.37
270,232,95671,48.48
271,229,95900,48.6
272,244,96144,48.72
273,270,96414,48.86
274,227,96641,48.98
275,232,96873,49.09
276,226,97099,49.21
277,245,97344,49.33
278,252,97596,49.46
279,248,97844,49.59
280,245,98089,49.71
281,245,98334,49.83
282,207,98541,49.94
283,241,98782,50.06
284,222,99004,50.17
285,224,99228,50.29
286,202,99430,50.39
287,234,99664,50.51
288,217,99881,50.62
289,206,100087,50.72
290,208,100295,50.83
291,232,100527,50.95
292,236,100763,51.07
293,230,100993,51.18
294,228,101221,51.3
295,229,101450,51.41
296,226,101676,51.53
297,228,101904,51.64
298,207,102111,51.75
299,235,102346,51.87
300,222,102568,51.98
301,225,102793,52.09
302,237,103030,52.21
303,218,103248,52.32
304,228,103476,52.44
305,205,103681,52.54
306,248,103929,52.67
307,214,104143,52.78
308,214,104357,52.89
309,234,104591,53.01
310,239,104830,53.13
311,225,105055,53.24
312,206,105261,53.35
313,191,105452,53.44
314,220,105672,53.55
315,199,105871,53.65
316,203,106074,53.76
317,217,106291,53.87
318,222,106513,53.98
319,201,106714,54.08
320,231,106945,54.2
321,209,107154,54.3
322,238,107392,54.43
323,223,107615,54.54
324,222,107837,54.65
325,237,108074,54.77
326,245,108319,54.89
327,206,108525,55.0
328,224,108749,55.11
329,210,108959,55.22
330,191,109150,55.32
331,211,109361,55.42
332,211,109572,55.53
333,197,109769,55.63
334,226,109995,55.74
335,203,110198,55.85
336,216,110414,55.96
337,244,110658,56.08
338,215,110873,56.19
339,186,111059,56.28
340,217,111276,56.39
341,210,111486,56.5
342,218,111704,56.61
343,178,111882,56.7
344,176,112058,56.79
345,211,112269,56.9
346,199,112468,57.0
347,204,112672,57.1
348,206,112878,57.21
349,212,113090,57.31
350,178,113268,57.4
351,218,113486,57.51
352,223,113709,57.63
353,217,113926,57.74
354,209,114135,57.84
355,190,114325,57.94
356,199,114524,58.04
357,203,114727,58.14
358,188,114915,58.24
359,193,115108,58.34
360,195,115303,58.43
361,193,115496,58.53
362,211,115707,58.64
363,211,115918,58.75
364,192,116110,58.84
365,197,116307,58.94
366,206,116513,59.05
367,185,116698,59.14
368,216,116914,59.25
369,186,117100,59.34
370,192,117292,59.44
371,191,117483,59.54
372,222,117705,59.65
373,205,117910,59.76
374,199,118109,59.86
375,215,118324,59.97
376,195,118519,60.06
377,226,118745,60.18
378,191,118936,60.28
379,184,119120,60.37
380,169,119289,60.45
381,194,119483,60.55
382,168,119651,60.64
383,192,119843,60.74
384,206,120049,60.84
385,211,120260,60.95
386,171,120431,61.03
387,210,120641,61.14
388,207,120848,61.24
389,203,121051,61.35
390,189,121240,61.44
391,184,121424,61.54
392,196,121620,61.64
393,175,121795,61.72
394,207,122002,61.83
395,192,122194,61.93
396,188,122382,62.02
397,175,122557,62.11
398,174,122731,62.2
399,171,122902,62.29
400,171,123073,62.37
401,191,123264,62.47
402,186,123450,62.56
403,158,123608,62.64
404,177,123785,62.73
405,162,123947,62.81
406,160,124107,62.9
407,154,124261,62.97
408,178,124439,63.06
409,155,124594,63.14
410,164,124758,63.23
411,169,124927,63.31
412,146,125073,63.39
413,167,125240,63.47
414,156,125396,63.55
415,192,125588,63.65
416,170,125758,63.73
417,172,125930,63.82
418,160,126090,63.9
419,179,126269,63.99
420,204,126473,64.1
421,169,126642,64.18
422,164,126806,64.26
423,161,126967,64.35
424,188,127155,64.44
425,158,127313,64.52
426,167,127480,64.61
427,175,127655,64.69
428,177,127832,64.78
429,187,128019,64.88
430,185,128204,64.97
431,165,128369,65.06
432,187,128556,65.15
433,171,128727,65.24
434,163,128890,65.32
435,198,129088,65.42
436,161,129249,65.5
437,169,129418,65.59
438,181,129599,65.68
439,164,129763,65.76
440,160,129923,65.84
441,170,130093,65.93
442,158,130251,66.01
443,174,130425,66.1
444,168,130593,66.18
445,177,130770,66.27
446,161,130931,66.35
447,189,131120,66.45
448,179,131299,66.54
449,185,131484,66.63
450,158,131642,66.71
451,173,131815,66.8
452,178,131993,66.89
453,168,132161,66.98
454,163,132324,67.06
455,179,132503,67.15
456,157,132660,67.23
457,146,132806,67.3
458,163,132969,67.39
459,169,133138,67.47
460,167,133305,67.56
461,150,133455,67.63
462,184,133639,67.73
463,155,133794,67.81
464,162,133956,67.89
465,159,134115,67.97
466,151,134266,68.04
467,179,134445,68.14
468,158,134603,68.22
469,166,134769,68.3
470,140,134909,68.37
471,160,135069,68.45
472,180,135249,68.54
473,157,135406,68.62
474,152,135558,68.7
475,146,135704,68.77
476,148,135852,68.85
477,158,136010,68.93
478,160,136170,69.01
479,155,136325,69.09
480,148,136473,69.16
481,150,136623,69.24
482,150,136773,69.31
483,136,136909,69.38
484,151,137060,69.46
485,156,137216,69.54
486,134,137350,69.61
487,153,137503,69.68
488,141,137644,69.76
489,134,137778,69.82
490,144,137922,69.9
491,156,138078,69.98
492,155,138233,70.05
493,153,138386,70.13
494,174,138560,70.22
495,158,138718,70.3
496,152,138870,70.38
497,181,139051,70.47
498,166,139217,70.55
499,145,139362,70.63
500,146,139508,70.7
501,144,139652,70.77
502,146,139798,70.85
503,142,139940,70.92
504,139,140079,70.99
505,139,140218,71.06
506,151,140369,71.14
507,135,140504,71.21
508,154,140658,71.28
509,168,140826,71.37
510,145,140971,71.44
511,148,141119,71.52
512,158,141277,71.6
513,167,141444,71.68
514,138,141582,71.75
515,169,141751,71.84
516,145,141896,71.91
517,162,142058,71.99
518,156,142214,72.07
519,121,142335,72.13
520,129,142464,72.2
521,154,142618,72.28
522,153,142771,72.35
523,137,142908,72.42
524,145,143053,72.5
525,166,143219,72.58
526,139,143358,72.65
527,150,143508,72.73
528,140,143648,72.8
529,137,143785,72.87
530,147,143932,72.94
531,139,144071,73.01
532,145,144216,73.09
533,148,144364,73.16
534,128,144492,73.23
535,146,144638,73.3
536,128,144766,73.37
537,114,144880,73.42
538,141,145021,73.49
539,148,145169,73.57
540,132,145301,73.64
541,151,145452,73.71
542,138,145590,73.78
543,131,145721,73.85
544,107,145828,73.9
545,116,145944,73.96
546,145,146089,74.04
547,137,146226,74.11
548,128,146354,74.17
549,135,146489,74.24
550,140,146629,74.31
551,132,146761,74.38
552,125,146886,74.44
553,132,147018,74.51
554,133,147151,74.57
555,134,147285,74.64
556,131,147416,74.71
557,142,147558,74.78
558,150,147708,74.86
559,132,147840,74.92
560,146,147986,75.0
561,139,148125,75.07
562,119,148244,75.13
563,107,148351,75.18
564,136,148487,75.25
565,105,148592,75.3
566,123,148715,75.37
567,146,148861,75.44
568,111,148972,75.5
569,134,149106,75.57
570,107,149213,75.62
571,109,149322,75.67
572,123,149445,75.74
573,113,149558,75.79
574,109,149667,75.85
575,149,149816,75.93
576,130,149946,75.99
577,132,150078,76.06
578,136,150214,76.13
579,97,150311,76.18
580,149,150460,76.25
581,127,150587,76.32
582,129,150716,76.38
583,135,150851,76.45
584,111,150962,76.51
585,126,151088,76.57
586,115,151203,76.63
587,130,151333,76.69
588,134,151467,76.76
589,125,151592,76.83
590,120,151712,76.89
591,140,151852,76.96
592,130,151982,77.02
593,125,152107,77.09
594,129,152236,77.15
595,129,152365,77.22
596,116,152481,77.28
597,123,152604,77.34
598,126,152730,77.4
599,99,152829,77.45
600,103,152932,77.5
601,120,153052,77.56
602,125,153177,77.63
603,111,153288,77.68
604,117,153405,77.74
605,106,153511,77.8
606,110,153621,77.85
607,101,153722,77.9
608,113,153835,77.96
609,116,153951,78.02
610,120,154071,78.08
611,137,154208,78.15
612,141,154349,78.22
613,112,154461,78.28
614,134,154595,78.35
615,118,154713,78.41
616,116,154829,78.47
617,112,154941,78.52
618,107,155048,78.58
619,108,155156,78.63
620,108,155264,78.69
621,101,155365,78.74
622,113,155478,78.79
623,114,155592,78.85
624,123,155715,78.91
625,86,155801,78.96
626,113,155914,79.02
627,113,156027,79.07
628,105,156132,79.13
629,104,156236,79.18
630,124,156360,79.24
631,104,156464,79.29
632,114,156578,79.35
633,106,156684,79.41
634,96,156780,79.45
635,103,156883,79.51
636,110,156993,79.56
637,118,157111,79.62
638,120,157231,79.68
639,101,157332,79.73
640,114,157446,79.79
641,109,157555,79.85
642,98,157653,79.9
643,103,157756,79.95
644,113,157869,80.01
645,111,157980,80.06
646,114,158094,80.12
647,117,158211,80.18
648,97,158308,80.23
649,96,158404,80.28
650,94,158498,80.32
651,103,158601,80.38
652,113,158714,80.43
653,104,158818,80.49
654,114,158932,80.54
655,101,159033,80.6
656,90,159123,80.64
657,103,159226,80.69
658,89,159315,80.74
659,80,159395,80.78
660,99,159494,80.83
661,103,159597,80.88
662,114,159711,80.94
663,107,159818,80.99
664,118,159936,81.05
665,93,160029,81.1
666,103,160132,81.15
667,93,160225,81.2
668,105,160330,81.25
669,95,160425,81.3
670,110,160535,81.36
671,99,160634,81.41
672,88,160722,81.45
673,101,160823,81.5
674,105,160928,81.56
675,113,161041,81.61
676,86,161127,81.66
677,99,161226,81.71
678,112,161338,81.76
679,125,161463,81.83
680,108,161571,81.88
681,96,161667,81.93
682,89,161756,81.98
683,93,161849,82.02
684,103,161952,82.08
685,100,162052,82.13
686,103,162155,82.18
687,98,162253,82.23
688,95,162348,82.28
689,76,162424,82.31
690,76,162500,82.35
691,93,162593,82.4
692,86,162679,82.44
693,111,162790,82.5
694,98,162888,82.55
695,91,162979,82.6
696,110,163089,82.65
697,117,163206,82.71
698,92,163298,82.76
699,90,163388,82.8
700,95,163483,82.85
701,91,163574,82.9
702,97,163671,82.95
703,96,163767,83.0
704,107,163874,83.05
705,91,163965,83.1
706,101,164066,83.15
707,88,164154,83.19
708,81,164235,83.23
709,97,164332,83.28
710,97,164429,83.33
711,93,164522,83.38
712,95,164617,83.43
713,95,164712,83.47
714,88,164800,83.52
715,85,164885,83.56
716,97,164982,83.61
717,92,165074,83.66
718,81,165155,83.7
719,101,165256,83.75
720,91,165347,83.8
721,85,165432,83.84
722,99,165531,83.89
723,90,165621,83.93
724,100,165721,83.99
725,84,165805,84.03
726,85,165890,84.07
727,81,165971,84.11
728,82,166053,84.15
729,90,166143,84.2
730,90,166233,84.24
731,88,166321,84.29
732,82,166403,84.33
733,83,166486,84.37
734,70,166556,84.41
735,88,166644,84.45
736,77,166721,84.49
737,78,166799,84.53
738,74,166873,84.57
739,78,166951,84.61
740,73,167024,84.65
741,83,167107,84.69
742,89,167196,84.73
743,109,167305,84.79
744,76,167381,84.83
745,91,167472,84.87
746,69,167541,84.91
747,74,167615,84.95
748,69,167684,84.98
749,79,167763,85.02
750,87,167850,85.06
751,82,167932,85.11
752,75,168007,85.14
753,67,168074,85.18
754,76,168150,85.22
755,75,168225,85.25
756,73,168298,85.29
757,61,168359,85.32
758,67,168426,85.36
759,69,168495,85.39
760,77,168572,85.43
761,89,168661,85.48
762,76,168737,85.51
763,65,168802,85.55
764,67,168869,85.58
765,66,168935,85.61
766,79,169014,85.65
767,78,169092,85.69
768,76,169168,85.73
769,78,169246,85.77
770,77,169323,85.81
771,82,169405,85.85
772,68,169473,85.89
773,80,169553,85.93
774,80,169633,85.97
775,57,169690,86.0
776,75,169765,86.03
777,82,169847,86.08
778,59,169906,86.11
779,78,169984,86.15
780,78,170062,86.19
781,69,170131,86.22
782,85,170216,86.26
783,86,170302,86.31
784,71,170373,86.34
785,64,170437,86.38
786,70,170507,86.41
787,72,170579,86.45
788,76,170655,86.49
789,63,170718,86.52
790,71,170789,86.55
791,59,170848,86.58
792,69,170917,86.62
793,74,170991,86.66
794,79,171070,86.7
795,77,171147,86.74
796,73,171220,86.77
797,70,171290,86.81
798,77,171367,86.85
799,92,171459,86.89
800,89,171548,86.94
801,61,171609,86.97
802,62,171671,87.0
803,73,171744,87.04
804,75,171819,87.08
805,73,171892,87.11
806,75,171967,87.15
807,67,172034,87.18
808,71,172105,87.22
809,65,172170,87.25
810,64,172234,87.29
811,74,172308,87.32
812,85,172393,87.37
813,69,172462,87.4
814,71,172533,87.44
815,65,172598,87.47
816,56,172654,87.5
817,71,172725,87.54
818,74,172799,87.57
819,67,172866,87.61
820,49,172915,87.63
821,67,172982,87.67
822,74,173056,87.7
823,71,173127,87.74
824,66,173193,87.77
825,60,173253,87.8
826,66,173319,87.84
827,64,173383,87.87
828,49,173432,87.89
829,59,173491,87.92
830,83,173574,87.97
831,77,173651,88.0
832,67,173718,88.04
833,67,173785,88.07
834,53,173838,88.1
835,69,173907,88.13
836,73,173980,88.17
837,62,174042,88.2
838,61,174103,88.23
839,46,174149,88.26
840,82,174231,88.3
841,59,174290,88.33
842,66,174356,88.36
843,70,174426,88.4
844,64,174490,88.43
845,70,174560,88.46
846,56,174616,88.49
847,63,174679,88.53
848,67,174746,88.56
849,62,174808,88.59
850,72,174880,88.63
851,49,174929,88.65
852,66,174995,88.69
853,47,175042,88.71
854,60,175102,88.74
855,54,175156,88.77
856,54,175210,88.79
857,65,175275,88.83
858,59,175334,88.86
859,47,175381,88.88
860,59,175440,88.91
861,55,175495,88.94
862,56,175551,88.97
863,65,175616,89.0
864,48,175664,89.02
865,63,175727,89.06
866,67,175794,89.09
867,46,175840,89.11
868,60,175900,89.14
869,57,175957,89.17
870,46,176003,89.2
871,63,176066,89.23
872,61,176127,89.26
873,63,176190,89.29
874,66,176256,89.32
875,55,176311,89.35
876,61,176372,89.38
877,53,176425,89.41
878,54,176479,89.44
879,54,176533,89.46
880,43,176576,89.49
881,55,176631,89.51
882,57,176688,89.54
883,54,176742,89.57
884,68,176810,89.61
885,58,176868,89.63
886,58,176926,89.66
887,53,176979,89.69
888,49,177028,89.72
889,52,177080,89.74
890,52,177132,89.77
891,55,177187,89.8
892,61,177248,89.83
893,47,177295,89.85
894,61,177356,89.88
895,56,177412,89.91
896,66,177478,89.94
897,38,177516,89.96
898,62,177578,89.99
899,56,177634,90.02
900,66,177700,90.06
901,59,177759,90.09
902,51,177810,90.11
903,43,177853,90.13
904,57,177910,90.16
905,49,177959,90.19
906,37,177996,90.21
907,59,178055,90.24
908,60,178115,90.27
909,55,178170,90.29
910,54,178224,90.32
911,56,178280,90.35
912,57,178337,90.38
913,41,178378,90.4
914,50,178428,90.43
915,51,178479,90.45
916,47,178526,90.47
917,54,178580,90.5
918,60,178640,90.53
919,50,178690,90.56
920,64,178754,90.59
921,54,178808,90.62
922,51,178859,90.64
923,47,178906,90.67
924,51,178957,90.69
925,53,179010,90.72
926,41,179051,90.74
927,56,179107,90.77
928,43,179150,90.79
929,51,179201,90.82
930,54,179255,90.84
931,41,179296,90.87
932,38,179334,90.88
933,40,179374,90.9
934,52,179426,90.93
935,58,179484,90.96
936,44,179528,90.98
937,55,179583,91.01
938,38,179621,91.03
939,43,179664,91.05
940,35,179699,91.07
941,49,179748,91.09
942,47,179795,91.12
943,38,179833,91.14
944,48,179881,91.16
945,53,179934,91.19
946,53,179987,91.22
947,43,180030,91.24
948,52,180082,91.26
949,50,180132,91.29
950,47,180179,91.31
951,53,180232,91.34
952,49,180281,91.36
953,41,180322,91.39
954,44,180366,91.41
955,43,180409,91.43
956,47,180456,91.45
957,48,180504,91.48
958,45,180549,91.5
959,50,180599,91.53
960,41,180640,91.55
961,53,180693,91.57
962,42,180735,91.59
963,37,180772,91.61
964,42,180814,91.63
965,39,180853,91.65
966,30,180883,91.67
967,41,180924,91.69
968,46,180970,91.71
969,50,181020,91.74
970,38,181058,91.76
971,38,181096,91.78
972,46,181142,91.8
973,46,181188,91.82
974,39,181227,91.84
975,60,181287,91.87
976,49,181336,91.9
977,37,181373,91.92
978,34,181407,91.93
979,50,181457,91.96
980,40,181497,91.98
981,39,181536,92.0
982,70,181606,92.04
983,40,181646,92.06
984,34,181680,92.07
985,43,181723,92.1
986,41,181764,92.12
987,30,181794,92.13
988,55,181849,92.16
989,47,181896,92.18
990,31,181927,92.2
991,47,181974,92.22
992,46,182020,92.25
993,38,182058,92.26
994,42,182100,92.29
995,48,182148,92.31
996,46,182194,92.33
997,36,182230,92.35
998,51,182281,92.38
999,45,182326,92.4
1000,34,182360,92.42
1001,44,182404,92.44
1002,45,182449,92.46
1003,36,182485,92.48
1004,46,182531,92.5
1005,45,182576,92.53
1006,50,182626,92.55
1007,37,182663,92.57
1008,33,182696,92.59
1009,34,182730,92.61
1010,38,182768,92.62
1011,41,182809,92.65
1012,32,182841,92.66
1013,26,182867,92.67
1014,46,182913,92.7
1015,37,182950,92.72
1016,35,182985,92.73
1017,46,183031,92.76
1018,45,183076,92.78
1019,35,183111,92.8
1020,35,183146,92.82
1021,39,183185,92.84
1022,31,183216,92.85
1023,28,183244,92.87
1024,40,183284,92.89
1025,42,183326,92.91
1026,42,183368,92.93
1027,44,183412,92.95
1028,42,183454,92.97
1029,41,183495,92.99
1030,39,183534,93.01
1031,34,183568,93.03
1032,27,183595,93.04
1033,35,183630,93.06
1034,39,183669,93.08
1035,29,183698,93.1
1036,44,183742,93.12
1037,29,183771,93.13
1038,24,183795,93.15
1039,34,183829,93.16
1040,42,183871,93.18
1041,27,183898,93.2
1042,39,183937,93.22
1043,31,183968,93.23
1044,48,184016,93.26
1045,38,184054,93.28
1046,29,184083,93.29
1047,39,184122,93.31
1048,29,184151,93.33
1049,34,184185,93.34
1050,32,184217,93.36
1051,33,184250,93.38
1052,32,184282,93.39
1053,27,184309,93.41
1054,41,184350,93.43
1055,40,184390,93.45
1056,30,184420,93.46
1057,32,184452,93.48
1058,35,184487,93.5
1059,36,184523,93.51
1060,34,184557,93.53
1061,42,184599,93.55
1062,35,184634,93.57
1063,34,184668,93.59
1064,36,184704,93.61
1065,36,184740,93.62
1066,39,184779,93.64
1067,32,184811,93.66
1068,34,184845,93.68
1069,40,184885,93.7
1070,29,184914,93.71
1071,38,184952,93.73
1072,36,184988,93.75
1073,35,185023,93.77
1074,20,185043,93.78
1075,40,185083,93.8
1076,31,185114,93.81
1077,41,185155,93.83
1078,25,185180,93.85
1079,36,185216,93.87
1080,33,185249,93.88
1081,36,185285,93.9
1082,28,185313,93.91
1083,41,185354,93.94
1084,30,185384,93.95
1085,32,185416,93.97
1086,31,185447,93.98
1087,40,185487,94.0
1088,33,185520,94.02
1089,35,185555,94.04
1090,29,185584,94.05
1091,41,185625,94.07
1092,36,185661,94.09
1093,39,185700,94.11
1094,26,185726,94.12
1095,27,185753,94.14
1096,23,185776,94.15
1097,38,185814,94.17
1098,35,185849,94.19
1099,36,185885,94.2
1100,28,185913,94.22
1101,24,185937,94.23
1102,29,185966,94.25
1103,35,186001,94.26
1104,15,186016,94.27
1105,32,186048,94.29
1106,28,186076,94.3
1107,24,186100,94.31
1108,24,186124,94.33
1109,31,186155,94.34
1110,31,186186,94.36
1111,25,186211,94.37
1112,31,186242,94.39
1113,27,186269,94.4
1114,24,186293,94.41
1115,37,186330,94.43
1116,27,186357,94.44
1117,28,186385,94.46
1118,21,186406,94.47
1119,29,186435,94.48
1120,37,186472,94.5
1121,32,186504,94.52
1122,31,186535,94.53
1123,28,186563,94.55
1124,25,186588,94.56
1125,23,186611,94.57
1126,31,186642,94.59
1127,28,186670,94.6
1128,33,186703,94.62
1129,23,186726,94.63
1130,23,186749,94.64
1131,26,186775,94.66
1132,29,186804,94.67
1133,26,186830,94.68
1134,34,186864,94.7
1135,17,186881,94.71
1136,23,186904,94.72
1137,25,186929,94.73
1138,29,186958,94.75
1139,25,186983,94.76
1140,25,187008,94.77
1141,41,187049,94.79
1142,21,187070,94.8
1143,27,187097,94.82
1144,30,187127,94.83
1145,25,187152,94.85
1146,25,187177,94.86
1147,24,187201,94.87
1148,26,187227,94.88
1149,37,187264,94.9
1150,26,187290,94.92
1151,28,187318,94.93
1152,27,187345,94.94
1153,33,187378,94.96
1154,29,187407,94.98
1155,23,187430,94.99
1156,12,187442,94.99
1157,31,187473,95.01
1158,24,187497,95.02
1159,21,187518,95.03
1160,19,187537,95.04
1161,30,187567,95.06
1162,30,187597,95.07
1163,18,187615,95.08
1164,29,187644,95.1
1165,26,187670,95.11
1166,28,187698,95.12
1167,25,187723,95.14
1168,24,187747,95.15
1169,21,187768,95.16
1170,16,187784,95.17
1171,26,187810,95.18
1172,15,187825,95.19
1173,16,187841,95.2
1174,31,187872,95.21
1175,32,187904,95.23
1176,19,187923,95.24
1177,26,187949,95.25
1178,22,187971,95.26
1179,20,187991,95.27
1180,29,188020,95.29
1181,17,188037,95.29
1182,21,188058,95.31
1183,20,188078,95.32
1184,24,188102,95.33
1185,27,188129,95.34
1186,26,188155,95.35
1187,35,188190,95.37
1188,25,188215,95.39
1189,31,188246,95.4
1190,28,188274,95.42
1191,25,188299,95.43
1192,29,188328,95.44
1193,19,188347,95.45
1194,24,188371,95.46
1195,28,188399,95.48
1196,18,188417,95.49
1197,22,188439,95.5
1198,20,188459,95.51
1199,27,188486,95.52
1200,25,188511,95.54
1201,28,188539,95.55
1202,23,188562,95.56
1203,23,188585,95.57
1204,26,188611,95.59
1205,23,188634,95.6
1206,21,188655,95.61
1207,21,188676,95.62
1208,21,188697,95.63
1209,34,188731,95.65
1210,15,188746,95.65
1211,31,188777,95.67
1212,16,188793,95.68
1213,19,188812,95.69
1214,32,188844,95.7
1215,19,188863,95.71
1216,28,188891,95.73
1217,24,188915,95.74
1218,26,188941,95.75
1219,19,188960,95.76
1220,23,188983,95.77
1221,17,189000,95.78
1222,21,189021,95.79
1223,16,189037,95.8
1224,23,189060,95.81
1225,18,189078,95.82
1226,23,189101,95.83
1227,16,189117,95.84
1228,22,189139,95.85
1229,24,189163,95.87
1230,27,189190,95.88
1231,23,189213,95.89
1232,15,189228,95.9
1233,19,189247,95.91
1234,26,189273,95.92
1235,22,189295,95.93
1236,13,189308,95.94
1237,13,189321,95.95
1238,21,189342,95.96
1239,18,189360,95.97
1240,20,189380,95.98
1241,19,189399,95.99
1242,28,189427,96.0
1243,22,189449,96.01
1244,31,189480,96.03
1245,28,189508,96.04
1246,13,189521,96.05
1247,16,189537,96.06
